Aop:1	Event:294	Event:57	Relationship:324	adjacent	2	
Aop:1	Event:57	Event:142	Relationship:69	adjacent	2	
Aop:1	Event:142	Event:334	Relationship:158	adjacent	1	
Aop:3	Event:177	Event:889	Relationship:904	adjacent	2	3
Aop:3	Event:889	Event:890	Relationship:905	adjacent	1	2
Aop:3	Event:188	Event:890	Relationship:906	adjacent	2	2
Aop:3	Event:890	Event:188	Relationship:907	adjacent	2	2
Aop:3	Event:177	Event:890	Relationship:908	non-adjacent	2	3
Aop:3	Event:890	Event:896	Relationship:910	adjacent	1	1
Aop:3	Event:888	Event:887	Relationship:933	adjacent	1	3
Aop:3	Event:887	Event:177	Relationship:934	adjacent	1	2
Aop:4	Event:103	Event:1264	Relationship:1343	adjacent	1	3
Aop:4	Event:1264	Event:1265	Relationship:1344	adjacent	1	3
Aop:4	Event:1265	Event:988	Relationship:1345	adjacent	2	3
Aop:4	Event:988	Event:1266	Relationship:1346	adjacent	2	3
Aop:4	Event:1266	Event:1267	Relationship:1347	adjacent	2	3
Aop:4	Event:1267	Event:1268	Relationship:1348	adjacent	2	3
Aop:4	Event:1268	Event:993	Relationship:1349	adjacent	2	3
Aop:4	Event:993	Event:990	Relationship:1010	adjacent	2	3
Aop:4	Event:990	Event:350	Relationship:1002	adjacent	1	1
Aop:6	Event:998	Event:1000	Relationship:1023	non-adjacent	1	2
Aop:6	Event:1000	Event:858	Relationship:1024	adjacent	1	2
Aop:6	Event:858	Event:1528	Relationship:1748	adjacent	1	1
Aop:6	Event:858	Event:861	Relationship:880	adjacent	2	2
Aop:6	Event:1528	Event:861	Relationship:1749	adjacent	2	3
Aop:6	Event:861	Event:862	Relationship:883	adjacent	1	2
Aop:6	Event:862	Event:863	Relationship:884	non-adjacent	2	3
Aop:6	Event:863	Event:864	Relationship:885	adjacent	1	1
Aop:7	Event:219	Event:405	Relationship:392	adjacent	1	
Aop:7	Event:3	Event:219	Relationship:5	adjacent	1	
Aop:7	Event:405	Event:406	Relationship:394	non-adjacent	2	
Aop:7	Event:408	Event:3	Relationship:396	adjacent	2	
Aop:8	Event:239	Event:295	Relationship:2482	adjacent		
Aop:8	Event:295	Event:961	Relationship:2478	adjacent		
Aop:8	Event:961	Event:281	Relationship:2270	adjacent		
Aop:8	Event:281	Event:280	Relationship:312	adjacent		
Aop:8	Event:280	Event:756	Relationship:746	adjacent		
Aop:8	Event:756	Event:757	Relationship:747	adjacent		
Aop:8	Event:757	Event:758	Relationship:749	adjacent		
Aop:8	Event:758	Event:319	Relationship:2484	adjacent		
Aop:10	Event:667	Event:64	Relationship:666	adjacent	1	1
Aop:10	Event:64	Event:669	Relationship:667	adjacent	1	1
Aop:10	Event:669	Event:682	Relationship:683	adjacent	1	2
Aop:10	Event:682	Event:616	Relationship:684	adjacent	2	2
Aop:10	Event:616	Event:613	Relationship:630	adjacent	1	2
Aop:12	Event:201	Event:195	Relationship:229	adjacent	1	
Aop:12	Event:195	Event:52	Relationship:213	adjacent	2	
Aop:12	Event:52	Event:381	Relationship:347	adjacent	3	
Aop:12	Event:381	Event:55	Relationship:353	adjacent	3	
Aop:12	Event:55	Event:188	Relationship:365	adjacent	2	
Aop:12	Event:188	Event:352	Relationship:208	adjacent	3	
Aop:12	Event:352	Event:341	Relationship:1069	adjacent	1	
Aop:12	Event:352	Event:188	Relationship:207	adjacent	2	
Aop:13	Event:201	Event:195	Relationship:229	adjacent	1	
Aop:13	Event:195	Event:52	Relationship:213	adjacent	2	
Aop:13	Event:385	Event:386	Relationship:358	adjacent	3	
Aop:13	Event:52	Event:381	Relationship:347	adjacent	3	3
Aop:13	Event:381	Event:382	Relationship:348	adjacent	1	3
Aop:13	Event:381	Event:383	Relationship:354	adjacent	3	3
Aop:13	Event:55	Event:385	Relationship:355	adjacent	3	
Aop:13	Event:382	Event:385	Relationship:356	adjacent	3	
Aop:13	Event:386	Event:341	Relationship:359	adjacent	3	
Aop:13	Event:381	Event:55	Relationship:353	adjacent	3	
Aop:13	Event:383	Event:385	Relationship:357	adjacent	3	
Aop:14	Event:122	Event:145	Relationship:385	adjacent		
Aop:14	Event:145	Event:202	Relationship:386	adjacent		
Aop:14	Event:202	Event:152	Relationship:387	adjacent		
Aop:14	Event:152	Event:168	Relationship:388	adjacent		
Aop:14	Event:168	Event:403	Relationship:390	adjacent		
Aop:15	Event:97	Event:155	Relationship:24	adjacent	1	2
Aop:15	Event:155	Event:185	Relationship:164	adjacent	1	2
Aop:15	Event:97	Event:185	Relationship:25	non-adjacent	1	2
Aop:15	Event:97	Event:336	Relationship:23	non-adjacent	1	2
Aop:15	Event:185	Event:336	Relationship:202	adjacent	1	2
Aop:16	Event:12	Event:39	Relationship:451	non-adjacent		
Aop:16	Event:12	Event:10	Relationship:11	adjacent	1	2
Aop:16	Event:10	Event:39	Relationship:456	adjacent	1	3
Aop:16	Event:12	Event:445	Relationship:450	non-adjacent	2	3
Aop:16	Event:39	Event:445	Relationship:457	adjacent	1	3
Aop:16	Event:12	Event:1703	Relationship:2007	non-adjacent		
Aop:16	Event:39	Event:1703	Relationship:2005	adjacent	1	1
Aop:16	Event:1703	Event:445	Relationship:2006	adjacent	3	3
Aop:16	Event:445	Event:351	Relationship:433	adjacent	1	3
Aop:16	Event:12	Event:351	Relationship:452	non-adjacent	1	2
Aop:16	Event:351	Event:360	Relationship:2013	adjacent	2	2
Aop:16	Event:12	Event:360	Relationship:2016	non-adjacent	3	3
Aop:17	Event:1487	Event:1538	Relationship:1765	adjacent	2	2
Aop:17	Event:1538	Event:1392	Relationship:1766	adjacent	1	1
Aop:17	Event:1392	Event:1488	Relationship:1685	adjacent	3	3
Aop:17	Event:1488	Event:55	Relationship:1686	adjacent	1	2
Aop:17	Event:55	Event:188	Relationship:365	adjacent	2	
Aop:17	Event:55	Event:1492	Relationship:1718	adjacent	2	
Aop:17	Event:188	Event:55	Relationship:1687	adjacent	2	
Aop:17	Event:1493	Event:55	Relationship:1719	adjacent	2	
Aop:17	Event:55	Event:386	Relationship:1688	adjacent	2	
Aop:17	Event:386	Event:341	Relationship:359	adjacent	1	
Aop:17	Event:1392	Event:55	Relationship:1690	non-adjacent	1	1
Aop:18	Event:266	Event:447	Relationship:436	adjacent	2	
Aop:18	Event:447	Event:413	Relationship:438	adjacent	2	
Aop:18	Event:413	Event:446	Relationship:439	adjacent	1	
Aop:18	Event:227	Event:266	Relationship:369	non-adjacent	2	
Aop:18	Event:289	Event:447	Relationship:437	adjacent	3	
Aop:18	Event:227	Event:289	Relationship:370	non-adjacent	3	
Aop:18	Event:348	Event:406	Relationship:405	adjacent	1	
Aop:18	Event:446	Event:348	Relationship:608	non-adjacent	1	
Aop:19	Event:27	Event:310	Relationship:35	adjacent		
Aop:19	Event:27	Event:286	Relationship:33	adjacent		
Aop:19	Event:286	Event:310	Relationship:317	adjacent		
Aop:19	Event:286	Event:240	Relationship:316	adjacent		
Aop:19	Event:310	Event:240	Relationship:338	adjacent		
Aop:19	Event:240	Event:337	Relationship:266	adjacent		
Aop:21	Event:18	Event:947	Relationship:984	non-adjacent	1	2
Aop:21	Event:18	Event:944	Relationship:972	adjacent	1	2
Aop:21	Event:944	Event:1269	Relationship:1350	adjacent	1	2
Aop:21	Event:1269	Event:317	Relationship:1351	adjacent	2	2
Aop:21	Event:317	Event:947	Relationship:1567	adjacent	1	3
Aop:23	Event:25	Event:129	Relationship:31	adjacent	3	3
Aop:23	Event:129	Event:274	Relationship:143	adjacent	1	3
Aop:23	Event:274	Event:3	Relationship:302	adjacent	1	3
Aop:23	Event:3	Event:219	Relationship:5	adjacent	1	3
Aop:23	Event:219	Event:285	Relationship:252	adjacent	1	2
Aop:23	Event:285	Event:221	Relationship:315	adjacent	1	2
Aop:23	Event:221	Event:309	Relationship:255	adjacent	2	3
Aop:23	Event:309	Event:78	Relationship:337	adjacent	2	2
Aop:23	Event:78	Event:360	Relationship:94	adjacent	2	2
Aop:23	Event:25	Event:274	Relationship:32	non-adjacent	2	3
Aop:23	Event:25	Event:3	Relationship:1384	non-adjacent	2	3
Aop:23	Event:25	Event:285	Relationship:1385	non-adjacent	1	3
Aop:23	Event:219	Event:221	Relationship:1386	non-adjacent	1	2
Aop:25	Event:36	Event:3	Relationship:45	adjacent	1	2
Aop:25	Event:3	Event:219	Relationship:5	adjacent	1	2
Aop:25	Event:219	Event:285	Relationship:252	adjacent	1	2
Aop:25	Event:78	Event:360	Relationship:94	adjacent	2	2
Aop:25	Event:309	Event:78	Relationship:337	adjacent	2	2
Aop:25	Event:221	Event:309	Relationship:255	adjacent	2	3
Aop:25	Event:285	Event:221	Relationship:315	adjacent	1	2
Aop:25	Event:219	Event:221	Relationship:1386	non-adjacent	1	2
Aop:26	Event:51	Event:50	Relationship:61	adjacent	1	
Aop:26	Event:50	Event:178	Relationship:60	adjacent	2	
Aop:26	Event:178	Event:40	Relationship:188	adjacent	2	
Aop:26	Event:178	Event:257	Relationship:189	adjacent	2	
Aop:26	Event:193	Event:166	Relationship:212	adjacent	2	
Aop:26	Event:257	Event:193	Relationship:282	adjacent	3	
Aop:26	Event:257	Event:356	Relationship:283	adjacent	1	
Aop:27	Event:214	Event:288	Relationship:248	adjacent	1	
Aop:27	Event:288	Event:357	Relationship:319	adjacent	1	
Aop:27	Event:87	Event:149	Relationship:108	adjacent	1	
Aop:27	Event:249	Event:209	Relationship:276	adjacent	1	
Aop:27	Event:41	Event:214	Relationship:927	adjacent	1	
Aop:27	Event:214	Event:87	Relationship:928	adjacent	1	
Aop:27	Event:149	Event:357	Relationship:929	adjacent	2	
Aop:27	Event:214	Event:249	Relationship:930	adjacent	1	
Aop:27	Event:209	Event:357	Relationship:932	adjacent	2	
Aop:28	Event:79	Event:243	Relationship:95	adjacent	2	
Aop:28	Event:243	Event:119	Relationship:268	adjacent	5	
Aop:28	Event:119	Event:49	Relationship:136	adjacent	5	
Aop:28	Event:49	Event:106	Relationship:59	adjacent	2	
Aop:28	Event:106	Event:253	Relationship:123	adjacent	1	
Aop:29	Event:111	Event:364	Relationship:127	adjacent	1	
Aop:29	Event:252	Event:339	Relationship:280	adjacent	1	
Aop:29	Event:111	Event:307	Relationship:128	adjacent	1	
Aop:29	Event:220	Event:252	Relationship:254	adjacent	1	
Aop:29	Event:111	Event:363	Relationship:126	adjacent	1	
Aop:29	Event:307	Event:220	Relationship:336	adjacent	1	
Aop:30	Event:112	Event:285	Relationship:129	adjacent	1	3
Aop:30	Event:285	Event:221	Relationship:315	adjacent	1	2
Aop:30	Event:221	Event:309	Relationship:255	adjacent	2	3
Aop:30	Event:309	Event:78	Relationship:337	adjacent	2	2
Aop:30	Event:78	Event:360	Relationship:94	adjacent	2	2
Aop:31	Event:213	Event:211	Relationship:244	adjacent	2	
Aop:31	Event:213	Event:250	Relationship:245	adjacent	1	
Aop:31	Event:213	Event:118	Relationship:243	adjacent	1	
Aop:31	Event:250	Event:246	Relationship:279	adjacent	2	
Aop:31	Event:250	Event:173	Relationship:278	adjacent	1	
Aop:31	Event:250	Event:161	Relationship:277	adjacent	1	
Aop:31	Event:211	Event:131	Relationship:240	adjacent	3	
Aop:31	Event:213	Event:21	Relationship:242	non-adjacent	3	
Aop:31	Event:173	Event:321	Relationship:182	adjacent	1	
Aop:31	Event:246	Event:173	Relationship:272	adjacent	2	
Aop:31	Event:211	Event:250	Relationship:241	adjacent	1	
Aop:31	Event:161	Event:173	Relationship:169	adjacent	2	
Aop:32	Event:77	Event:164	Relationship:93	adjacent	1	
Aop:32	Event:164	Event:147	Relationship:170	adjacent	1	
Aop:32	Event:147	Event:270	Relationship:159	adjacent	1	
Aop:32	Event:270	Event:269	Relationship:299	adjacent	1	
Aop:32	Event:269	Event:347	Relationship:298	adjacent	1	
Aop:33	Event:9	Event:294	Relationship:750	non-adjacent	3	3
Aop:33	Event:294	Event:759	Relationship:751	non-adjacent	3	3
Aop:34	Event:167	Event:54	Relationship:173	adjacent	5	
Aop:34	Event:54	Event:115	Relationship:66	adjacent	5	
Aop:34	Event:167	Event:66	Relationship:174	adjacent	5	
Aop:34	Event:167	Event:264	Relationship:177	adjacent	5	
Aop:34	Event:167	Event:116	Relationship:175	adjacent	5	
Aop:34	Event:167	Event:258	Relationship:176	adjacent	5	
Aop:34	Event:258	Event:89	Relationship:284	adjacent	5	
Aop:34	Event:66	Event:89	Relationship:77	adjacent	5	
Aop:34	Event:264	Event:89	Relationship:294	adjacent	5	
Aop:34	Event:116	Event:89	Relationship:133	adjacent	5	
Aop:34	Event:89	Event:291	Relationship:110	adjacent	5	
Aop:34	Event:115	Event:291	Relationship:132	adjacent	5	
Aop:34	Event:291	Event:176	Relationship:321	adjacent	5	
Aop:34	Event:228	Event:54	Relationship:411	adjacent	2	
Aop:36	Event:231	Event:140	Relationship:257	adjacent	2	
Aop:36	Event:179	Event:327	Relationship:190	adjacent	1	
Aop:36	Event:8	Event:179	Relationship:9	adjacent	1	
Aop:36	Event:140	Event:8	Relationship:154	adjacent	1	
Aop:36	Event:232	Event:140	Relationship:259	adjacent	2	
Aop:36	Event:233	Event:140	Relationship:260	adjacent	2	
Aop:36	Event:327	Event:459	Relationship:515	adjacent	1	
Aop:37	Event:227	Event:1170	Relationship:1229	adjacent	1	1
Aop:37	Event:1170	Event:716	Relationship:1230	adjacent	1	2
Aop:37	Event:716	Event:1171	Relationship:1239	adjacent	1	2
Aop:37	Event:1171	Event:719	Relationship:1232	adjacent	1	2
Aop:37	Event:227	Event:716	Relationship:2252	non-adjacent	1	1
Aop:37	Event:227	Event:719	Relationship:2253	non-adjacent	1	1
Aop:37	Event:716	Event:719	Relationship:2254	non-adjacent	1	1
Aop:38	Event:244	Event:55	Relationship:269	adjacent	2	
Aop:38	Event:55	Event:1492	Relationship:1718	adjacent	1	
Aop:38	Event:1492	Event:1493	Relationship:1763	adjacent	1	
Aop:38	Event:1493	Event:265	Relationship:1764	adjacent	1	
Aop:38	Event:265	Event:68	Relationship:295	adjacent	1	
Aop:38	Event:68	Event:344	Relationship:82	adjacent	1	
Aop:38	Event:55	Event:265	Relationship:68	non-adjacent	1	
Aop:39	Event:396	Event:1496	Relationship:2649	adjacent	1	5
Aop:39	Event:396	Event:313	Relationship:2650	non-adjacent	1	3
Aop:39	Event:396	Event:398	Relationship:377	adjacent	1	5
Aop:39	Event:1496	Event:398	Relationship:2651	adjacent	3	3
Aop:39	Event:398	Event:272	Relationship:379	adjacent	1	5
Aop:39	Event:272	Event:313	Relationship:1701	adjacent	1	5
Aop:40	Event:396	Event:826	Relationship:833	adjacent	1	
Aop:40	Event:396	Event:398	Relationship:377	adjacent	1	
Aop:40	Event:826	Event:398	Relationship:834	adjacent	2	
Aop:40	Event:398	Event:272	Relationship:379	adjacent	1	
Aop:40	Event:272	Event:827	Relationship:835	adjacent	1	
Aop:41	Event:165	Event:853	Relationship:874	adjacent	1	1
Aop:41	Event:165	Event:139	Relationship:172	non-adjacent	1	1
Aop:41	Event:165	Event:854	Relationship:875	non-adjacent	1	1
Aop:41	Event:165	Event:856	Relationship:876	non-adjacent	1	1
